Index,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
7910,537626,22382,LUNCH BAG RED RETROSPOT,8,12/18/10 4:54,4.15,17250,United Kingdom
7911,538388,84406B,CREAM CUPID HEARTS COAT HANGER,15,12/4/10 23:50,2.75,17138,United Kingdom
7912,537752,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,12/24/10 15:28,2.55,19091,United Kingdom
7913,536275,10120,VINTAGE STYLE WOODEN CLOCK,7,12/7/10 10:33,12.95,14042,United Kingdom
7914,536275,10120,VINTAGE STYLE WOODEN CLOCK,1,12/7/10 10:33,12.95,14821,United Kingdom
7915,536275,22867,HAND WARMER CAT DESIGN,1,12/7/10 10:33,1.85,16600,United Kingdom
7916,537563,21931,JUMBO STORAGE BAG RETROSPOT,1,12/30/10 13:01,2.95,14350,United Kingdom
7917,537563,22111,SCOTTIE DOG HOT WATER BOTTLE,2,12/30/10 13:01,6.95,15944,United Kingdom
7918,537563,22629,SPACEBOY LUNCH BOX,2,12/30/10 13:01,1.95,18756,United Kingdom
7919,537563,22072,BLUE DOUGHNUT TRINKET POT,2,12/30/10 13:01,1.25,19133,Spain
7920,539188,22111,SCOTTIE DOG HOT WATER BOTTLE,12,12/14/10 0:34,6.95,12526,Norway
7921,539188,21212,PACK OF 72 RETROSPOT CAKE CASES,5,12/14/10 0:34,0.85,13895,United Kingdom
7922,539188,84991,60 TEATIME FAIRY CAKE CASES,7,12/14/10 0:34,0.55,19112,United Kingdom
7923,537941,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,12/18/10 7:56,4.25,14442,United Kingdom
7924,539645,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,12/22/10 16:57,4.25,12080,Netherlands
7925,539645,84029E,RED WOOLLY HOTTIE WHITE HEART,4,12/22/10 16:57,3.39,18152,United Kingdom
7926,538276,84029A,BLUE WOOLLY HOTTIE WHITE HEART,2,12/17/10 13:27,3.39,17862,United Kingdom
7927,539799,84029E,RED WOOLLY HOTTIE WHITE HEART,3,12/27/10 1:29,3.39,15092,United Kingdom
7928,537072,22310,IVORY KNITTED MUG COSY,7,12/19/10 14:44,1.65,13651,United Kingdom
7929,537072,22752,SET 7 BABUSHKA NESTING BOXES,4,12/19/10 14:44,7.65,19462,United Kingdom
7930,537251,23355,HOT WATER BOTTLE TEA AND SYMPATHY,1,12/11/10 8:41,3.45,16260,United Kingdom
7931,537251,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,12/11/10 8:41,4.25,16297,Netherlands
7932,538007,20713,RED HANGING HEART T-LIGHT HOLDER,4,12/14/10 16:37,2.85,15291,United Kingdom
7933,538007,22748,POPPY'S PLAYHOUSE KITCHEN,7,12/14/10 16:37,2.1,17656,United Kingdom
7934,538007,84997B,CHILDRENS CUTLERY POLKA DOT PINK,8,12/14/10 16:37,4.15,13915,United Kingdom
7935,538007,22659,CHRISTMAS LIGHTS 20 LIGHTS HEARTS,1,12/14/10 16:37,5.95,17207,United Kingdom
7936,537490,22868,HAND WARMER ELEPHANT DESIGN,6,12/12/10 14:42,1.85,16573,United Kingdom
7937,537490,22912,YELLOW HARMONICA IN BOX,1,12/12/10 14:42,1.25,16382,United Kingdom
7938,537490,84406B,CREAM CUPID HEARTS COAT HANGER,15,12/12/10 14:42,2.75,15256,United Kingdom
7939,537490,84029E,RED WOOLLY HOTTIE WHITE HEART,3,12/12/10 14:42,3.39,14001,United Kingdom
7940,537653,84029E,RED WOOLLY HOTTIE WHITE HEART,12,12/1/10 12:32,3.39,16268,United Kingdom
7941,537653,85014A,RED RETROSPOT CHARLOTTE BAG,2,12/1/10 12:32,8.5,15867,Austria
7942,536015,21931,JUMBO STORAGE BAG RETROSPOT,12,12/12/10 6:01,2.95,16347,United Kingdom
7943,536711,22623,BOX OF VINTAGE JIGSAW BLOCKS,5,12/18/10 0:42,4.95,16399,United Kingdom
7944,539709,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,12/22/10 2:14,4.95,16929,United Kingdom
7945,539709,22073,YELLOW DOUGHNUT TRINKET POT,7,12/22/10 2:14,1.25,16556,United Kingdom
7946,537121,22074,GREEN DOUGHNUT TRINKET POT,20,12/15/10 2:22,1.25,15670,United Kingdom
7947,537121,22623,BOX OF VINTAGE JIGSAW BLOCKS,5,12/15/10 2:22,4.95,18340,United Kingdom
7948,536175,22912,YELLOW HARMONICA IN BOX,4,12/15/10 13:40,1.25,19753,United Kingdom
7949,537395,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,12/15/10 5:53,2.95,19043,United Kingdom
7950,537395,22865,HAND WARMER SCOTTY DOG DESIGN,8,12/15/10 5:53,1.85,12425,United Kingdom
7951,537395,85014A,RED RETROSPOT CHARLOTTE BAG,4,12/15/10 5:53,8.5,16718,United Kingdom
7952,539476,22382,LUNCH BAG RED RETROSPOT,4,12/6/10 1:56,4.15,14268,Austria
7953,539476,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,12/6/10 1:56,2.55,19266,United Kingdom
7954,537167,84406B,CREAM CUPID HEARTS COAT HANGER,30,12/18/10 22:19,2.75,15439,United Kingdom
7955,537167,22197,POPCORN HOLDER,2,12/18/10 22:19,1.65,18686,United Kingdom
7956,537964,22914,BLUE HARMONICA IN BOX,5,12/30/10 15:51,1.25,17755,United Kingdom
7957,537964,22868,HAND WARMER ELEPHANT DESIGN,1,12/30/10 15:51,1.85,19936,United Kingdom
7958,537964,71053,WHITE METAL LANTERN,6,12/30/10 15:51,3.39,13542,Australia
7959,537747,84991,60 TEATIME FAIRY CAKE CASES,1,12/12/10 23:18,0.55,16565,United Kingdom
7960,539924,84029E,RED WOOLLY HOTTIE WHITE HEART,6,12/29/10 21:25,3.39,14056,United Kingdom
7961,539924,22072,BLUE DOUGHNUT TRINKET POT,6,12/29/10 21:25,1.25,15896,United Kingdom
7962,537448,21931,JUMBO STORAGE BAG RETROSPOT,8,12/8/10 18:30,2.95,16154,Netherlands
7963,537448,22111,SCOTTIE DOG HOT WATER BOTTLE,4,12/8/10 18:30,6.95,16297,United Kingdom
7964,537448,23166,MEDIUM CERAMIC TOP STORAGE JAR,1,12/8/10 18:30,5.95,19901,United Kingdom
7965,537448,22197,POPCORN HOLDER,2,12/8/10 18:30,1.65,19970,United Kingdom
7966,536778,22111,SCOTTIE DOG HOT WATER BOTTLE,2,12/26/10 3:56,6.95,16633,United Kingdom
7967,536778,22382,LUNCH BAG RED RETROSPOT,1,12/26/10 3:56,4.15,14187,United Kingdom
7968,538623,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,12/2/10 12:07,2.55,15194,United Kingdom
7969,539740,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,8,12/13/10 11:46,2.95,14726,United Kingdom
7970,539129,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,12/7/10 2:18,2.55,15367,United Kingdom
7971,537245,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,12/7/10 23:16,2.55,18712,United Kingdom
7972,538099,22752,SET 7 BABUSHKA NESTING BOXES,5,12/24/10 20:20,7.65,19306,United Kingdom
7973,538517,21212,PACK OF 72 RETROSPOT CAKE CASES,9,12/28/10 2:29,0.85,15384,United Kingdom
7974,538558,22071,PINK DOUGHNUT TRINKET POT,30,12/26/10 14:43,1.25,18946,France
7975,538558,22752,SET 7 BABUSHKA NESTING BOXES,2,12/26/10 14:43,7.65,12264,United Kingdom
7976,537470,22866,HAND WARMER OWL DESIGN,4,12/29/10 9:04,1.85,14383,United Kingdom
7977,537308,22469,HEART OF WICKER LARGE,15,12/16/10 17:33,3.45,14985,United Kingdom
7978,538807,22382,LUNCH BAG RED RETROSPOT,2,12/31/10 5:31,4.15,12583,United Kingdom
7979,538807,84077,WORLD WAR 2 GLIDERS ASSORTED DESIGNS,7,12/31/10 5:31,1.69,14792,United Kingdom
7980,536860,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,12/18/10 6:40,3.39,14576,United Kingdom
7981,536860,23355,HOT WATER BOTTLE TEA AND SYMPATHY,20,12/18/10 6:40,3.45,12416,United Kingdom
7982,536860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,12/18/10 6:40,2.55,19603,United Kingdom
7983,538703,22869,HAND WARMER FISH DESIGN,1,12/11/10 14:05,1.85,18587,Germany
7984,537201,22111,SCOTTIE DOG HOT WATER BOTTLE,3,12/11/10 6:23,6.95,17676,United Kingdom
7985,537201,22382,LUNCH BAG RED RETROSPOT,5,12/7/10 15:48,4.15,12748,United Kingdom
7986,537201,84558,GIRLS ALPHABET IRON ON PATCHES,10,12/7/10 15:48,1.25,19100,United Kingdom
7987,537201,22423,REGENCY CAKESTAND 3 TIER,3,12/7/10 15:48,12.75,14965,France
7988,537201,84997A,CHILDRENS CUTLERY POLKA DOT BLUE,8,12/7/10 15:48,4.15,13560,United Kingdom
7989,537201,84970B,SINGLE HEART DOOR PLAQUE,48,12/7/10 15:48,1.95,15053,United Kingdom
7990,537201,22623,BOX OF VINTAGE JIGSAW BLOCKS,10,12/7/10 15:48,4.95,18659,United Kingdom
7991,537201,22661,CHRISTMAS LIGHTS 10 REINDEER,6,12/7/10 15:48,4.25,16820,Belgium
7992,538104,22382,LUNCH BAG RED RETROSPOT,7,12/15/10 18:33,4.15,18401,United Kingdom
7993,536790,84997B,CHILDRENS CUTLERY POLKA DOT PINK,1,12/14/10 15:19,4.15,17238,United Kingdom
7994,536790,22960,JAM MAKING SET WITH JARS,3,12/14/10 15:19,4.25,13131,United Kingdom
7995,536790,22633,HAND WARMER UNION JACK,12,12/14/10 15:19,1.85,19099,Germany
7996,539601,22662,CHRISTMAS LIGHTS 10 PINK HEART,1,12/2/10 3:41,4.25,17365,United Kingdom
7997,538811,84558,GIRLS ALPHABET IRON ON PATCHES,2,12/6/10 10:50,1.25,19696,United Kingdom
7998,539405,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,12/16/10 3:39,3.75,14650,France
7999,539405,22661,CHRISTMAS LIGHTS 10 REINDEER,1,12/16/10 3:39,4.25,13519,United Kingdom
8000,536537,84997A,CHILDRENS CUTLERY POLKA DOT BLUE,3,12/8/10 9:24,4.15,18191,France
8001,536537,22659,CHRISTMAS LIGHTS 20 LIGHTS HEARTS,2,12/8/10 9:24,5.95,15659,United Kingdom
8002,539952,22111,SCOTTIE DOG HOT WATER BOTTLE,6,12/26/10 9:18,6.95,15033,United Kingdom
8003,539952,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,12/26/10 9:18,4.25,15958,United Kingdom
8004,539044,85014A,RED RETROSPOT CHARLOTTE BAG,5,12/6/10 7:08,8.5,17377,United Kingdom
8005,539044,20713,RED HANGING HEART T-LIGHT HOLDER,10,12/6/10 7:08,2.85,13786,United Kingdom
8006,539044,22752,SET 7 BABUSHKA NESTING BOXES,5,12/6/10 7:08,7.65,14690,United Kingdom
8007,537370,22912,YELLOW HARMONICA IN BOX,30,12/10/10 5:01,1.25,12246,United Kingdom
8008,537370,22072,BLUE DOUGHNUT TRINKET POT,1,12/10/10 5:01,1.25,19236,United Kingdom
8009,537370,22470,HEART OF WICKER SMALL,2,12/10/10 5:01,2.45,18035,United Kingdom
8010,539915,22382,LUNCH BAG RED RETROSPOT,9,12/4/10 15:43,4.15,16681,United Kingdom
8011,539915,22382,LUNCH BAG RED RETROSPOT,3,12/4/10 15:43,4.15,16472,United Kingdom
8012,538127,23356,HOT WATER BOTTLE LOVE,4,12/25/10 23:33,3.45,15201,Austria
8013,536500,22616,PACK OF 12 LONDON TISSUES,2,12/19/10 6:15,1.45,19816,Netherlands
8014,536500,21212,PACK OF 72 RETROSPOT CAKE CASES,5,12/19/10 6:15,0.85,19365,United Kingdom
8015,536500,22662,CHRISTMAS LIGHTS 10 PINK HEART,1,12/19/10 6:15,4.25,14384,United Kingdom
8016,537483,84970L,SINGLE HEART DOOR PLAQUE,2,12/10/10 16:21,1.95,15708,United Kingdom
8017,538464,22629,SPACEBOY LUNCH BOX,1,12/11/10 16:29,1.95,12522,United Kingdom
8018,537869,22869,HAND WARMER FISH DESIGN,5,12/11/10 10:55,1.85,14271,United Kingdom
8019,537869,22662,CHRISTMAS LIGHTS 10 PINK HEART,2,12/11/10 10:55,4.25,14068,United Kingdom
8020,536935,22868,HAND WARMER ELEPHANT DESIGN,1,12/11/10 21:33,1.85,13379,United Kingdom
8021,538293,22073,YELLOW DOUGHNUT TRINKET POT,5,12/22/10 4:23,1.25,17537,United Kingdom
8022,538293,22914,BLUE HARMONICA IN BOX,4,12/22/10 4:23,1.25,19296,United Kingdom
8023,538293,84378,HANGING HEART JAR T-LIGHT HOLDER,1,12/22/10 4:23,2.95,17357,United Kingdom
8024,539966,23356,HOT WATER BOTTLE LOVE,8,12/16/10 3:59,3.45,14640,United Kingdom
8025,539966,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,12/16/10 3:59,2.95,17541,United Kingdom
8026,539966,22869,HAND WARMER FISH DESIGN,2,12/16/10 3:59,1.85,15925,United Kingdom
8027,539966,84029E,RED WOOLLY HOTTIE WHITE HEART,4,12/16/10 3:59,3.39,15329,United Kingdom
8028,539694,84625,PINK CHERRY LIGHTS STRING SET,7,12/8/10 15:48,4.65,12573,United Kingdom
8029,539694,84997B,CHILDRENS CUTLERY POLKA DOT PINK,3,12/8/10 15:48,4.15,12977,United Kingdom
8030,539694,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,12/8/10 15:48,2.55,18548,United Kingdom
8031,539694,22632,HAND WARMER RED POLKA DOT,2,12/8/10 15:48,1.85,16224,United Kingdom
8032,539694,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,12/8/10 15:48,2.95,15248,United Kingdom
8033,539185,22868,HAND WARMER ELEPHANT DESIGN,8,12/11/10 15:25,1.85,15706,United Kingdom
8034,539955,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,12/20/10 4:21,2.95,14035,Portugal
8035,539955,84029A,BLUE WOOLLY HOTTIE WHITE HEART,1,12/20/10 4:21,3.39,15809,United Kingdom
8036,538869,22745,POPPY'S PLAYHOUSE BEDROOM,1,12/7/10 0:39,2.1,12257,United Kingdom
8037,539756,22623,BOX OF VINTAGE JIGSAW BLOCKS,10,12/2/10 5:37,4.95,13339,EIRE
8038,539756,22745,POPPY'S PLAYHOUSE BEDROOM,8,12/2/10 5:37,2.1,19032,United Kingdom
8039,539756,21212,PACK OF 72 RETROSPOT CAKE CASES,1,12/2/10 5:37,0.85,15271,United Kingdom
8040,538462,22662,CHRISTMAS LIGHTS 10 PINK HEART,3,12/6/10 14:12,4.25,19597,United Kingdom
8041,538462,22752,SET 7 BABUSHKA NESTING BOXES,8,12/6/10 14:12,7.65,18603,United Kingdom
8042,538462,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,12/6/10 14:12,2.55,13006,Germany
8043,538462,84991,60 TEATIME FAIRY CAKE CASES,3,12/6/10 14:12,0.55,14186,United Kingdom
8044,538669,84970L,SINGLE HEART DOOR PLAQUE,3,12/26/10 13:30,1.95,18927,United Kingdom
8045,538669,22111,SCOTTIE DOG HOT WATER BOTTLE,8,12/26/10 13:30,6.95,18897,United Kingdom
8046,538669,22868,HAND WARMER ELEPHANT DESIGN,2,12/26/10 13:30,1.85,14692,United Kingdom
8047,536383,22073,YELLOW DOUGHNUT TRINKET POT,9,12/18/10 16:16,1.25,13267,United Kingdom
8048,537696,22865,HAND WARMER SCOTTY DOG DESIGN,2,12/29/10 6:42,1.85,15098,United Kingdom
8049,536217,22073,YELLOW DOUGHNUT TRINKET POT,1,12/24/10 21:18,1.25,18810,United Kingdom
8050,538606,84029E,RED WOOLLY HOTTIE WHITE HEART,1,12/21/10 23:56,3.39,14514,United Kingdom
8051,538606,22623,BOX OF VINTAGE JIGSAW BLOCKS,6,12/21/10 23:56,4.95,15019,United Kingdom
8052,537152,22310,IVORY KNITTED MUG COSY,2,12/15/10 7:04,1.65,15026,Finland
8053,537152,22632,HAND WARMER RED POLKA DOT,8,12/15/10 7:04,1.85,13805,United Kingdom
8054,537152,84625,PINK CHERRY LIGHTS STRING SET,24,12/15/10 7:04,4.65,13421,United Kingdom
8055,537152,10120,VINTAGE STYLE WOODEN CLOCK,2,12/15/10 7:04,12.95,19149,United Kingdom
8056,537152,22867,HAND WARMER CAT DESIGN,30,12/15/10 7:04,1.85,12938,Netherlands
8057,537152,22866,HAND WARMER OWL DESIGN,2,12/15/10 7:04,1.85,13736,United Kingdom
8058,538578,22469,HEART OF WICKER LARGE,8,12/23/10 21:08,3.45,13475,United Kingdom
8059,538033,23356,HOT WATER BOTTLE LOVE,30,12/24/10 0:05,3.45,15463,United Kingdom
8060,538033,23356,HOT WATER BOTTLE LOVE,7,12/24/10 0:05,3.45,16151,United Kingdom
8061,537002,22075,PURPLE DOUGHNUT TRINKET POT,6,12/24/10 16:49,1.25,18937,United Kingdom
8062,537002,84406B,CREAM CUPID HEARTS COAT HANGER,3,12/24/10 16:49,2.75,12722,United Kingdom
8063,537002,71053,WHITE METAL LANTERN,3,12/24/10 16:49,3.39,19247,Germany
8064,539149,84077,WORLD WAR 2 GLIDERS ASSORTED DESIGNS,2,12/9/10 21:45,1.69,17501,United Kingdom
8065,538711,84378,HANGING HEART JAR T-LIGHT HOLDER,1,12/22/10 4:27,2.95,17053,United Kingdom
8066,538711,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,12/22/10 4:27,4.25,17914,Belgium
8067,538711,84970B,SINGLE HEART DOOR PLAQUE,5,12/22/10 4:27,1.95,15601,United Kingdom
8068,538711,22423,REGENCY CAKESTAND 3 TIER,2,12/22/10 4:27,12.75,12973,United Kingdom
8069,538711,22914,BLUE HARMONICA IN BOX,2,12/22/10 4:27,1.25,19912,United Kingdom
8070,538817,20713,RED HANGING HEART T-LIGHT HOLDER,10,12/11/10 16:43,2.85,16481,United Kingdom
8071,538817,71053,WHITE METAL LANTERN,1,12/11/10 16:43,3.39,18386,Norway
8072,538294,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,12/16/10 15:00,4.25,12391,Spain
8073,539478,22469,HEART OF WICKER LARGE,9,12/2/10 15:48,3.45,16766,United Kingdom
8074,539055,20713,RED HANGING HEART T-LIGHT HOLDER,5,12/20/10 13:56,2.85,13713,United Kingdom
8075,539055,22382,LUNCH BAG RED RETROSPOT,1,12/20/10 13:56,4.15,17581,Germany
8076,539354,84970B,SINGLE HEART DOOR PLAQUE,6,12/6/10 0:19,1.95,19695,United Kingdom
8077,539354,22661,CHRISTMAS LIGHTS 10 REINDEER,4,12/6/10 0:19,4.25,14827,United Kingdom
8078,538434,22914,BLUE HARMONICA IN BOX,6,12/9/10 3:37,1.25,18637,United Kingdom
8079,536325,84970B,SINGLE HEART DOOR PLAQUE,2,12/19/10 0:32,1.95,16737,United Kingdom
8080,539216,84378,HANGING HEART JAR T-LIGHT HOLDER,7,12/30/10 0:54,2.95,16347,United Kingdom
8081,539216,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/30/10 0:54,2.55,15950,United Kingdom
8082,539216,22629,SPACEBOY LUNCH BOX,9,12/30/10 0:54,1.95,16947,United Kingdom
8083,539216,22960,JAM MAKING SET WITH JARS,1,12/30/10 0:54,4.25,12583,United Kingdom
8084,539216,22869,HAND WARMER FISH DESIGN,3,12/30/10 0:54,1.85,19022,United Kingdom
8085,539410,84997A,CHILDRENS CUTLERY POLKA DOT BLUE,7,12/15/10 17:21,4.15,17990,United Kingdom
8086,539410,22467,GUMBALL COAT HANGER,3,12/15/10 17:21,2.55,17561,United Kingdom
8087,539410,84991,60 TEATIME FAIRY CAKE CASES,3,12/15/10 17:21,0.55,19472,Netherlands
8088,537460,22111,SCOTTIE DOG HOT WATER BOTTLE,1,12/17/10 22:52,6.95,17233,United Kingdom
8089,538721,22423,REGENCY CAKESTAND 3 TIER,1,12/5/10 9:31,12.75,19132,United Kingdom
8090,537032,22423,REGENCY CAKESTAND 3 TIER,10,12/14/10 2:58,12.75,13039,United Kingdom
8091,538591,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,12/13/10 16:58,3.39,13705,Denmark
8092,536169,22914,BLUE HARMONICA IN BOX,2,12/5/10 17:40,1.25,13557,Finland
8093,538793,22865,HAND WARMER SCOTTY DOG DESIGN,2,12/16/10 15:40,1.85,14202,Netherlands
8094,536494,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,12/3/10 13:03,4.25,16435,United Kingdom
8095,536494,23355,HOT WATER BOTTLE TEA AND SYMPATHY,1,12/3/10 13:03,3.45,19452,United Kingdom
8096,538532,22662,CHRISTMAS LIGHTS 10 PINK HEART,6,12/27/10 4:16,4.25,18020,United Kingdom
8097,538532,22072,BLUE DOUGHNUT TRINKET POT,1,12/27/10 4:16,1.25,17231,United Kingdom
8098,538001,21931,JUMBO STORAGE BAG RETROSPOT,6,12/24/10 2:14,2.95,12542,United Kingdom
8099,538001,84378,HANGING HEART JAR T-LIGHT HOLDER,1,12/24/10 2:14,2.95,15003,United Kingdom
8100,536046,84558,GIRLS ALPHABET IRON ON PATCHES,6,12/21/10 8:04,1.25,12871,United Kingdom
8101,536046,84625,PINK CHERRY LIGHTS STRING SET,3,12/21/10 8:04,4.65,16299,United Kingdom
8102,536243,22748,POPPY'S PLAYHOUSE KITCHEN,1,12/27/10 23:18,2.1,16659,United Kingdom
8103,536863,84029E,RED WOOLLY HOTTIE WHITE HEART,8,12/3/10 1:24,3.39,15092,United Kingdom
8104,536394,71053,WHITE METAL LANTERN,8,12/13/10 23:08,3.39,19023,United Kingdom
8105,536394,22310,IVORY KNITTED MUG COSY,1,12/13/10 23:08,1.65,15129,Austria
8106,536394,20713,RED HANGING HEART T-LIGHT HOLDER,4,12/13/10 23:08,2.85,12395,United Kingdom
8107,536394,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,12/13/10 23:08,3.39,13940,Portugal
8108,536296,22071,PINK DOUGHNUT TRINKET POT,3,12/9/10 11:34,1.25,17067,United Kingdom
8109,538063,22633,HAND WARMER UNION JACK,1,12/22/10 16:30,1.85,18605,United Kingdom
8110,538975,22662,CHRISTMAS LIGHTS 10 PINK HEART,8,12/5/10 4:06,4.25,17898,United Kingdom
8111,538975,84970L,SINGLE HEART DOOR PLAQUE,1,12/5/10 4:06,1.95,15200,United Kingdom
8112,538209,84970L,SINGLE HEART DOOR PLAQUE,5,12/21/10 19:29,1.95,18063,United Kingdom
8113,538209,23355,HOT WATER BOTTLE TEA AND SYMPATHY,3,12/21/10 19:29,3.45,19261,United Kingdom
8114,538209,22868,HAND WARMER ELEPHANT DESIGN,7,12/21/10 19:29,1.85,15777,United Kingdom
8115,538209,84991,60 TEATIME FAIRY CAKE CASES,5,12/21/10 19:29,0.55,14289,United Kingdom
8116,539351,22072,BLUE DOUGHNUT TRINKET POT,5,12/20/10 3:45,1.25,19969,United Kingdom
8117,539351,22662,CHRISTMAS LIGHTS 10 PINK HEART,5,12/20/10 3:45,4.25,18080,United Kingdom
8118,536664,22960,JAM MAKING SET WITH JARS,2,12/7/10 9:34,4.25,15294,United Kingdom
8119,536664,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,12/7/10 9:34,2.55,13585,United Kingdom
8120,536106,22469,HEART OF WICKER LARGE,2,12/26/10 22:54,3.45,18699,United Kingdom
8121,536106,84406B,CREAM CUPID HEARTS COAT HANGER,1,12/26/10 22:54,2.75,19806,United Kingdom
8122,536106,84378,HANGING HEART JAR T-LIGHT HOLDER,2,12/26/10 22:54,2.95,13657,United Kingdom
8123,536106,22868,HAND WARMER ELEPHANT DESIGN,2,12/26/10 22:54,1.85,19769,United Kingdom
8124,539497,22310,IVORY KNITTED MUG COSY,4,12/27/10 12:52,1.65,12852,United Kingdom
8125,539497,84991,60 TEATIME FAIRY CAKE CASES,2,12/27/10 12:52,0.55,18628,United Kingdom
8126,537590,22197,POPCORN HOLDER,1,12/9/10 5:15,1.65,19846,United Kingdom
8127,538266,22467,GUMBALL COAT HANGER,1,12/31/10 4:40,2.55,12433,United Kingdom
8128,539606,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,12/23/10 10:06,2.55,17844,United Kingdom
8129,539606,22745,POPPY'S PLAYHOUSE BEDROOM,7,12/23/10 10:06,2.1,14478,United Kingdom
8130,539606,84558,GIRLS ALPHABET IRON ON PATCHES,10,12/23/10 10:06,1.25,14609,United Kingdom
8131,539606,22072,BLUE DOUGHNUT TRINKET POT,4,12/23/10 10:06,1.25,13093,United Kingdom
8132,539950,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/29/10 5:55,4.25,12006,United Kingdom
8133,539950,84970L,SINGLE HEART DOOR PLAQUE,48,12/29/10 5:55,1.95,19980,Netherlands
8134,539950,22071,PINK DOUGHNUT TRINKET POT,3,12/29/10 5:55,1.25,13247,United Kingdom
8135,536051,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,12/15/10 8:59,2.95,12938,United Kingdom
8136,537716,84997A,CHILDRENS CUTLERY POLKA DOT BLUE,4,12/24/10 17:06,4.15,15548,United Kingdom
8137,537716,84029A,BLUE WOOLLY HOTTIE WHITE HEART,4,12/24/10 17:06,3.39,19166,United Kingdom
8138,537716,22616,PACK OF 12 LONDON TISSUES,4,12/24/10 17:06,1.45,17208,United Kingdom
8139,537716,84029A,BLUE WOOLLY HOTTIE WHITE HEART,24,12/24/10 17:06,3.39,14601,United Kingdom
8140,538938,22111,SCOTTIE DOG HOT WATER BOTTLE,12,12/16/10 15:43,6.95,18837,United Kingdom
8141,538938,23356,HOT WATER BOTTLE LOVE,5,12/16/10 15:43,3.45,17132,United Kingdom
8142,538689,84406B,CREAM CUPID HEARTS COAT HANGER,2,12/17/10 7:53,2.75,17472,United Kingdom
8143,538689,71053,WHITE METAL LANTERN,1,12/17/10 7:53,3.39,12139,United Kingdom
8144,537438,22867,HAND WARMER CAT DESIGN,5,12/21/10 11:39,1.85,15603,United Kingdom
8145,537438,22662,CHRISTMAS LIGHTS 10 PINK HEART,15,12/21/10 11:39,4.25,17170,United Kingdom
8146,537438,84879,ASSORTED COLOUR BIRD ORNAMENT,2,12/21/10 11:39,1.69,15994,United Kingdom
8147,537480,84879,ASSORTED COLOUR BIRD ORNAMENT,2,12/22/10 4:38,1.69,12616,United Kingdom
8148,536942,22075,PURPLE DOUGHNUT TRINKET POT,6,12/27/10 0:49,1.25,17152,United Kingdom
8149,537779,84029A,BLUE WOOLLY HOTTIE WHITE HEART,1,12/7/10 1:47,3.39,18199,United Kingdom
8150,537779,23355,HOT WATER BOTTLE TEA AND SYMPATHY,4,12/7/10 1:47,3.45,17698,United Kingdom
8151,537779,84997A,CHILDRENS CUTLERY POLKA DOT BLUE,1,12/7/10 1:47,4.15,19443,United Kingdom
8152,537779,71053,WHITE METAL LANTERN,24,12/7/10 1:47,3.39,12475,United Kingdom
8153,537779,22073,YELLOW DOUGHNUT TRINKET POT,1,12/7/10 1:47,1.25,14154,United Kingdom
8154,537782,20713,RED HANGING HEART T-LIGHT HOLDER,8,12/17/10 9:44,2.85,14045,United Kingdom
8155,537782,22072,BLUE DOUGHNUT TRINKET POT,4,12/17/10 9:44,1.25,17152,United Kingdom
8156,537782,84029A,BLUE WOOLLY HOTTIE WHITE HEART,4,12/17/10 9:44,3.39,17744,United Kingdom
8157,539279,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,12/18/10 23:47,4.25,13181,United Kingdom
8158,539279,84029A,BLUE WOOLLY HOTTIE WHITE HEART,2,12/18/10 23:47,3.39,14343,United Kingdom
8159,539279,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,12/18/10 23:47,2.95,13147,United Kingdom
